"store","categories","cat_id","is_active","meta_title","meta_keywords","meta_description","include_in_menu","is_anchor","description",
"default","Default Category/Men/Footwear/Casual/Sneakers","85","1","","","","1","1",""
"default","Default Category/Men/Footwear/Casual/Flip Flops","86","1","","","","1","1",""
"default","Default Category/Men/Bodycare & Cologne/Body Care/Shower Gel","87","1","","","","1","1",""
"default","Default Category/Men/Bodycare & Cologne/Body Care/Corporal Spray","88","1","","","","1","1",""
"default","Default Category/Women/Footwear/Casual/Sandals","89","1","","","","1","1",""
"default","Default Category/Women/Footwear/Casual/Flats","90","1","","","","1","1",""
"default","Default Category/Women/Footwear/Casual/Sneakers","91","1","","","","1","1",""
"default","Default Category/Women/Accesories/Jewelry/Necklace","92","1","","","","1","1",""
"default","Default Category/Women/Accesories/Jewelry/Bracelet","93","1","","","","1","1",""
"default","Default Category/Women/Bodycare & Perfume/Body Care/Body Wash","94","1","","","","1","1",""
"default","Default Category/Women/Bodycare & Perfume/Body Care/Body Mist","95","1","","","","1","1",""
"default","Default Category/Women/Bodycare & Perfume/Body Care/Body Lotion","96","1","","","","1","1",""
"default","Default Category/Electronics/Tablets/Apple","97","1","","","","1","1",""
"default","Default Category/Electronics/Tablets/Microsoft","98","1","","","","1","1",""
"default","Default Category/Electronics/Tablets/Nexus","99","1","","","","1","1",""
"default","Default Category/Electronics/Tablets/Samsung","100","1","","","","1","1",""
"default","Default Category/Electronics/Cell Phones/Apple","105","1","","","","1","1",""
"default","Default Category/Electronics/Cell Phones/LG","106","1","","","","1","1",""
"default","Default Category/Electronics/Cell Phones/Nokia","107","1","","","","1","1",""
"default","Default Category/Electronics/Cell Phones/Samsung","108","1","","","","1","1",""
"default","Default Category/Electronics/Laptops","113","1","","","","1","1",""
"default","Default Category/Electronics/Cameras","114","1","","","","1","1",""
"default","Default Category/Electronics/Laptops/Apple","115","1","","","","1","1",""
"default","Default Category/Electronics/Laptops/Dell","116","1","","","","1","1",""
"default","Default Category/Electronics/Laptops/HP","117","1","","","","1","1",""
"default","Default Category/Electronics/Laptops/Samsung","118","1","","","","1","1",""
"default","Default Category/Electronics/Cameras/Canon","119","1","","","","1","1",""
"default","Default Category/Electronics/Cameras/GoPro","120","1","","","","1","1",""
"default","Default Category/Electronics/Cameras/Nikon","121","1","","","","1","1",""
"default","Default Category/Electronics/Cameras/Olympus","122","1","","","","1","1",""
"default","Default Category/Tools & Safty","125","1","","","","1","0",""
"default","Default Category/Water Pump","126","1","","","","1","0",""
"default","Default Category/Water Pump/Domestic Pump","127","1","","","","1","0",""
"default","Default Category/Water Pump/Domestic Pump/Monoblock Pump","128","1","","","","1","0",""
"default","Default Category/Electrical","129","1","","","","1","0",""
"default","Default Category/Electrical/Appliances","130","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes","131","1","","","","1","0",""
"default","Default Category/Electrical/Distribution","132","1","","","","1","0",""
"default","Default Category/Electrical/Motors & Drives","133","1","","","","1","0",""
"default","Default Category/Electrical/Cables & Wires","134","1","","","","1","0",""
"default","Default Category/Electrical/Instrumentation","136","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Air Purifiers","137","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Door Bells","138","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Electric Meters","139","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Extension Cords","140","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Geysers","141","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Inverters & UPS","142","1","","","","1","0",""
"default","Default Category/Electrical/Appliances/Water Purifiers","143","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Designer Switches","144","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Home Automation ","145","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Industrial Plugs & Sockets","146","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Industrial Switches","147","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Modular Switches","148","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Non Modular Switches","149","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Plug Tops","150","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/ Plates & Boxes","151","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Sockets","152","1","","","","1","0",""
"default","Default Category/Electrical/Switches & Boxes/Support Switches","153","1","","","","1","0",""
